Key,Name,Created,Updated,D42 ID,Type,Subtype,Is Virtual Host,Is Network Device,Is Blade Chassis,Serial No,Asset No,UUID,Notes,In Service,Service Level,Object Category,Tags,Hardware,Room,Rack,Start At,IP Addresses,MAC Addresses,OS,OS Version,Total CPUs,Cores Per CPU,Threads Per Core,CPU Speed,RAM,Local Used Space,Local Free Space,Local Total Space,BIOS,Location,Last Discovered,Customer,Host Device,Building,Business Applications,Cluster,Last Boot Time
CMDB-17398,lu3cintegra59078SmallHotelsGMT.3cint.com,30/May/23 12:18 PM,12/Jan/24 3:10 AM,5458,virtual,VMWare,false,false,false,,,420E6230-8648-C71B-F5C7-111CD954AAA0,,true,Production,,"Contern,Luxembourg,3C,Integra,SIP_Server,Bettembourg",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A02,,172.17.59.78,00:50:56:8e:67:5c,openSUSE,12.2 | 3.4.63-2.44-desktop,1,4,1,2.79,4.0,3.89,24.15,28.04,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A02 | lu3cd2ppesx05.3cint.com,11/Jan/24 10:02 PM,,lu3cd2ppesx05.3cint.com,Bettembourg,DB [3C]||Motor [3C]||MMM [3C]||IXS [3C]||DCC [3C]||Digital Gateway [3C]||NAS [3C]||Token [3C]||Web2Pay [3C]||Portal [3C]||WRS [3C]||Integra [3C]||Auth [3C],,
CMDB-22076,lu3cintegra59079.3cint.com,31/May/23 3:03 AM,12/Jan/24 3:08 AM,10549,virtual,VMWare,false,false,false,,,420E3D78-0B81-59D2-7654-7B2622346766,,true,Production,,"Contern,Luxembourg,Bettembourg",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.59.79,00:50:56:8e:4a:26,openSUSE,12.2 | 3.4.63-2.44-desktop,1,4,1,2.79,4.0,4.15,23.89,28.04,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx04.3cint.com,11/Jan/24 10:02 PM,,lu3cd2ppesx04.3cint.com,Bettembourg,DB [3C]||Motor [3C]||MMM [3C]||IXS [3C]||DCC [3C]||Digital Gateway [3C]||NAS [3C]||Token [3C]||Web2Pay [3C]||Portal [3C]||WRS [3C]||Integra [3C]||Auth [3C],,
CMDB-17004,lu3cintegra59079SmallHotelsGMT.3cint.com,30/May/23 12:18 PM,05/Jun/23 3:05 AM,5094,virtual,VMWare,false,false,false,,,420E35CD-5D1D-B373-61A2-3EAEF5D8434E,,true,Production,,"Contern,Luxembourg,3C,Integra,SIP_Server",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.59.79,00:50:56:8e:04:54,SUSE openSUSE (32-bit),,1,4,1,,4.0,,,,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx04.3cint.com,24/May/23 2:03 AM,,lu3cd2ppesx04.3cint.com,Bettembourg,DB [3C]||Motor [3C]||MMM [3C]||IXS [3C]||DCC [3C]||Digital Gateway [3C]||NAS [3C]||Token [3C]||Web2Pay [3C]||Portal [3C]||WRS [3C]||Integra [3C]||Auth [3C],,
CMDB-17026,lu3cintegra59080Pilot.3cint.com,30/May/23 12:18 PM,12/Jan/24 3:10 AM,5114,virtual,VMWare,false,false,false,,,420EFB2D-D64A-F60C-DDC6-DA6EF1F5DA6E,,true,Production,,"Bettembourg,Contern,Luxembourg,3C,Integra,SIP_Server",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A02,,172.17.59.80,00:50:56:8e:db:08,openSUSE,12.2 | 3.4.63-2.44-desktop,1,4,1,2.79,4.0,4.37,23.67,28.04,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A02 | lu3cd2ppesx05.3cint.com,11/Jan/24 10:02 PM,,lu3cd2ppesx05.3cint.com,Bettembourg,DB [3C]||Motor [3C]||MMM [3C]||IXS [3C]||DCC [3C]||Digital Gateway [3C]||NAS [3C]||Token [3C]||Web2Pay [3C]||Portal [3C]||WRS [3C]||Integra [3C]||Auth [3C],,
CMDB-17390,lu3cintegra59081Pilot.3cint.com,30/May/23 12:18 PM,12/Jan/24 3:10 AM,5450,virtual,VMWare,false,false,false,,,420E16AA-57D2-D76C-D0B9-945D97BE42FB,,true,Production,,"Bettembourg,Contern,Luxembourg,3C,Integra,SIP_Server",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.59.81,00:50:56:8e:4b:31,openSUSE,12.2 | 3.4.63-2.44-desktop,1,4,1,2.79,4.0,3.35,24.69,28.04,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx02.3cint.com,11/Jan/24 10:02 PM,,lu3cd2ppesx02.3cint.com,Bettembourg,DB [3C]||Motor [3C]||MMM [3C]||IXS [3C]||DCC [3C]||Digital Gateway [3C]||NAS [3C]||Token [3C]||Web2Pay [3C]||Portal [3C]||WRS [3C]||Integra [3C]||Auth [3C],,
CMDB-17371,lu3cintegra59082.3cint.com,30/May/23 12:18 PM,12/Jan/24 3:10 AM,5433,virtual,VMWare,false,false,false,,,420E7A54-9A50-78EC-1C74-A28E54946755,,true,Production,,"Bettembourg,Contern,Luxembourg,3C,Integra,SIP_Server",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.59.82,00:50:56:8e:80:f7,openSUSE,12.2 | 3.4.63-2.44-desktop,1,4,1,,4.0,4.48,23.56,28.04,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx02.3cint.com,11/Jan/24 10:02 PM,,lu3cd2ppesx02.3cint.com,Bettembourg,DB [3C]||Motor [3C]||MMM [3C]||IXS [3C]||DCC [3C]||Digital Gateway [3C]||NAS [3C]||Token [3C]||Web2Pay [3C]||Portal [3C]||WRS [3C]||Integra [3C]||Auth [3C],,
CMDB-17396,lu3cintegra59083.3cint.com,30/May/23 12:18 PM,12/Jan/24 3:10 AM,5456,virtual,VMWare,false,false,false,,,420E693B-D432-8903-B451-2EBEE3A871AC,,true,Production,,"Bettembourg,Contern,Luxembourg,3C,Integra,SIP_Server",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A02,,172.17.59.83,00:50:56:8e:46:95,openSUSE,12.2 | 3.4.63-2.44-desktop,1,4,1,2.79,4.0,4.06,23.98,28.04,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A02 | lu3cd2ppesx06.3cint.com,11/Jan/24 10:02 PM,,lu3cd2ppesx06.3cint.com,Bettembourg,DB [3C]||Motor [3C]||MMM [3C]||IXS [3C]||DCC [3C]||Digital Gateway [3C]||NAS [3C]||Token [3C]||Web2Pay [3C]||Portal [3C]||WRS [3C]||Integra [3C]||Auth [3C],,
CMDB-16981,lu3cintegra59084.3cint.com,30/May/23 12:18 PM,12/Jan/24 3:10 AM,5073,virtual,VMWare,false,false,false,,,420E9BEA-CFAD-55FF-20F1-80CDC1336D5C,,true,Production,,"Bettembourg,Contern,Luxembourg,3C,Integra,SIP_Server",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.59.84,00:50:56:8e:dc:b5,openSUSE,12.2 | 3.4.63-2.44-desktop,1,4,1,2.79,4.0,4.12,23.92,28.04,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx08.3cint.com,11/Jan/24 10:02 PM,,lu3cd2ppesx08.3cint.com,Bettembourg,DB [3C]||Motor [3C]||MMM [3C]||IXS [3C]||DCC [3C]||Digital Gateway [3C]||NAS [3C]||Token [3C]||Web2Pay [3C]||Portal [3C]||WRS [3C]||Integra [3C]||Auth [3C],,
CMDB-17370,lu3cintegra59085.3cint.com,30/May/23 12:18 PM,12/Jan/24 3:10 AM,5432,virtual,VMWare,false,false,false,,,420E903E-6D39-577F-421C-D06BFE7FC206,,true,Production,,"Contern,Luxembourg,3C,Integra,SIP_Server,Bettembourg",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.59.85,00:50:56:8e:30:c5,openSUSE,12.2 | 3.4.63-2.44-desktop,1,4,1,2.79,4.0,7.85,20.19,28.04,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx04.3cint.com,11/Jan/24 10:02 PM,,lu3cd2ppesx04.3cint.com,Bettembourg,DB [3C]||Motor [3C]||MMM [3C]||IXS [3C]||DCC [3C]||Digital Gateway [3C]||NAS [3C]||Token [3C]||Web2Pay [3C]||Portal [3C]||WRS [3C]||Integra [3C]||Auth [3C],,
CMDB-17392,lu3cintegra59086.3cint.com,30/May/23 12:18 PM,12/Jan/24 3:10 AM,5452,virtual,VMWare,false,false,false,,,420E3FA3-C9F9-14D6-872C-D5BF1D23AC48,,true,Production,,"Contern,Luxembourg,3C,Integra,SIP_Server,Bettembourg",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.59.86,00:50:56:8e:9a:e5,openSUSE,12.2 | 3.4.63-2.44-desktop,1,4,1,2.1,4.0,7.81,20.23,28.04,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx04.3cint.com,11/Jan/24 10:02 PM,,lu3cd2ppesx04.3cint.com,Bettembourg,DB [3C]||Motor [3C]||MMM [3C]||IXS [3C]||DCC [3C]||Digital Gateway [3C]||NAS [3C]||Token [3C]||Web2Pay [3C]||Portal [3C]||WRS [3C]||Integra [3C]||Auth [3C],,
CMDB-17394,lu3cintegra59087.3cint.com,30/May/23 12:18 PM,12/Jan/24 3:10 AM,5454,virtual,VMWare,false,false,false,,,420E2487-65EF-749F-9F08-A94DC6C3FAEA,,true,Production,,"Contern,Luxembourg,3C,Integra,SIP_Server,Bettembourg",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.59.87,00:50:56:8e:cf:a1,openSUSE,12.2 | 3.4.63-2.44-desktop,1,4,1,2.79,4.0,8.27,19.77,28.04,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx07.3cint.com,11/Jan/24 10:02 PM,,lu3cd2ppesx07.3cint.com,Bettembourg,DB [3C]||Motor [3C]||MMM [3C]||IXS [3C]||DCC [3C]||Digital Gateway [3C]||NAS [3C]||Token [3C]||Web2Pay [3C]||Portal [3C]||WRS [3C]||Integra [3C]||Auth [3C],,
CMDB-17379,lu3cintegra59088MariottStarwoodEU.3cint.com,30/May/23 12:18 PM,12/Jan/24 3:10 AM,5440,virtual,VMWare,false,false,false,,,420EBFAC-9D60-10B3-11F7-FF0C619FD965,,true,Production,,"Contern,Luxembourg,3C,Integra,SIP_Server,Bettembourg",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.59.88,00:50:56:8e:e5:d5,openSUSE,12.2 | 3.4.63-2.44-desktop,1,4,1,2.79,4.0,3.94,24.1,28.04,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx04.3cint.com,11/Jan/24 10:02 PM,,lu3cd2ppesx04.3cint.com,Bettembourg,DB [3C]||Motor [3C]||MMM [3C]||IXS [3C]||DCC [3C]||Digital Gateway [3C]||NAS [3C]||Token [3C]||Web2Pay [3C]||Portal [3C]||WRS [3C]||Integra [3C]||Auth [3C],,
CMDB-17402,lu3cintegra59089MariottStarwoodeu.3cint.com,30/May/23 12:18 PM,12/Jan/24 3:10 AM,5461,virtual,VMWare,false,false,false,,,420ED948-BE28-EFCF-5F1D-5E0A724F1F50,,true,Production,,"Contern,Luxembourg,3C,Integra,SIP_Server,Bettembourg",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A02,,172.17.59.89,00:50:56:8e:e6:53,openSUSE,12.2 | 3.4.63-2.44-desktop,1,4,1,2.79,4.0,3.94,24.1,28.04,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A02 | lu3cd2ppesx06.3cint.com,11/Jan/24 10:02 PM,,lu3cd2ppesx06.3cint.com,Bettembourg,DB [3C]||Motor [3C]||MMM [3C]||IXS [3C]||DCC [3C]||Digital Gateway [3C]||NAS [3C]||Token [3C]||Web2Pay [3C]||Portal [3C]||WRS [3C]||Integra [3C]||Auth [3C],,
CMDB-17034,lu3cintegra59090-unicre-eu.3cint.com,30/May/23 12:18 PM,12/Jan/24 3:10 AM,5121,virtual,VMWare,false,false,false,,,420E20F4-B1DD-7565-ADDE-6704EF371B0E,,true,Production,,"Bettembourg,Contern,Luxembourg,3C,Integra,SIP_Server",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A02,,172.17.59.90,00:50:56:8e:13:4a,openSUSE,12.2 | 3.4.63-2.44-desktop,1,4,1,2.79,4.0,2.93,25.11,28.04,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A02 | lu3cd2ppesx05.3cint.com,11/Jan/24 10:02 PM,,lu3cd2ppesx05.3cint.com,Bettembourg,DB [3C]||Motor [3C]||MMM [3C]||IXS [3C]||DCC [3C]||Digital Gateway [3C]||NAS [3C]||Token [3C]||Web2Pay [3C]||Portal [3C]||WRS [3C]||Integra [3C]||Auth [3C],,
CMDB-17401,lu3cintegra59091-unicre-eu.3cint.com,30/May/23 12:18 PM,12/Jan/24 3:10 AM,5460,virtual,VMWare,false,false,false,,,420E2C6A-1455-6A0E-2408-80124AC498B4,,true,Production,,"Bettembourg,Contern,Luxembourg,3C,Integra,SIP_Server",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A02,,172.17.59.91,00:50:56:8e:f6:37,openSUSE,12.2 | 3.4.63-2.44-desktop,1,4,1,2.79,4.0,2.92,25.12,28.04,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A02 | lu3cd2ppesx06.3cint.com,11/Jan/24 10:02 PM,,lu3cd2ppesx06.3cint.com,Bettembourg,DB [3C]||Motor [3C]||MMM [3C]||IXS [3C]||DCC [3C]||Digital Gateway [3C]||NAS [3C]||Token [3C]||Web2Pay [3C]||Portal [3C]||WRS [3C]||Integra [3C]||Auth [3C],,
CMDB-17397,lu3cintegra59092,30/May/23 12:18 PM,12/Jan/24 3:10 AM,5457,virtual,VMWare,false,false,false,VMWARE-42 0E CF 29 06 96 C9 0F-7B A3 45 53 49 EE 1A 44,,420ECF29-0696-C90F-7BA3-455349EE1A44,,true,Production,,"Bettembourg,Contern,Luxembourg,3C,Integra,SIP_Server",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A02,,172.17.59.92,00:50:56:8e:7a:03,Ubuntu,20.04 | 5.4.0-131-generic,4,1,1,2.79,4.0,2.83,21.25,24.08,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A02 | lu3cd2ppesx05.3cint.com,11/Jan/24 10:02 PM,,lu3cd2ppesx05.3cint.com,Bettembourg,DB [3C]||Motor [3C]||MMM [3C]||IXS [3C]||DCC [3C]||Digital Gateway [3C]||NAS [3C]||Token [3C]||Web2Pay [3C]||Portal [3C]||WRS [3C]||Integra [3C]||Auth [3C],,
CMDB-24232,lu3cintegra59093Agilysys,30/Aug/23 3:06 AM,12/Jan/24 3:08 AM,11653,virtual,VMWare,false,false,false,VMWARE-42 0E 2B 40 40 95 FC 92-24 0C B4 BE FF 0F 10 C8,,402B0E42-9540-92FC-240C-B4BEFF0F10C8,,true,Production,,"Contern,Luxembourg,Bettembourg",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.59.93,00:50:56:8e:1e:10,Ubuntu,22.04 | 5.15.0-72-generic,4,1,1,2.8,4.0,2.96,21.29,24.25,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx04.3cint.com,11/Jan/24 10:02 PM,,lu3cd2ppesx04.3cint.com,Bettembourg,DB [3C]||Motor [3C]||MMM [3C]||IXS [3C]||DCC [3C]||Digital Gateway [3C]||NAS [3C]||Token [3C]||Web2Pay [3C]||Portal [3C]||WRS [3C]||Integra [3C]||Auth [3C],,
CMDB-23675,lu3cintegra59094Agilysys.,19/Jul/23 3:06 AM,11/Jan/24 3:08 AM,10811,virtual,VMWare,false,false,false,,,420E4AE9-ADAA-20B7-695F-6E766EB05246,,true,Production,,"Contern,Luxembourg",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.59.94,00:50:56:8e:18:9f,Ubuntu Linux (64-bit),,4,1,1,,4.0,,,,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx09.3cint.com,10/Jan/24 7:11 AM,,lu3cd2ppesx09.3cint.com,Bettembourg,DB [3C]||Motor [3C]||MMM [3C]||IXS [3C]||DCC [3C]||Digital Gateway [3C]||NAS [3C]||Token [3C]||Web2Pay [3C]||Portal [3C]||WRS [3C]||Integra [3C]||Auth [3C],,
CMDB-28488,lu3cintegra59095Designa.,26/Oct/23 3:08 AM,11/Jan/24 3:08 AM,12146,virtual,VMWare,false,false,false,,,420E35B4-089B-EE89-8006-D7BF4CD7B69D,,true,Production,,"Contern,Luxembourg",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.59.95,00:50:56:8e:a0:1d,Ubuntu Linux (64-bit),,4,1,1,,4.0,,,,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx07.3cint.com,10/Jan/24 7:13 AM,,lu3cd2ppesx07.3cint.com,Bettembourg,,,
CMDB-28491,lu3cintegra59096Designa.,26/Oct/23 3:08 AM,11/Jan/24 3:08 AM,12149,virtual,VMWare,false,false,false,,,420EA106-060D-58D0-6643-2C8E217D7F19,,true,Production,,"Contern,Luxembourg",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.59.96,00:50:56:8e:15:9d,Ubuntu Linux (64-bit),,4,1,1,,4.0,,,,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx07.3cint.com,10/Jan/24 7:13 AM,,lu3cd2ppesx07.3cint.com,Bettembourg,,,
CMDB-28487,lu3cintegra59097Designa.,26/Oct/23 3:08 AM,11/Jan/24 3:08 AM,12145,virtual,VMWare,false,false,false,,,420E4E70-4C73-FF7C-EF7E-005A7FEBC71E,,true,Production,,"Contern,Luxembourg",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.59.97,00:50:56:8e:35:6d,Ubuntu Linux (64-bit),,4,1,1,,4.0,,,,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx07.3cint.com,10/Jan/24 7:13 AM,,lu3cd2ppesx07.3cint.com,Bettembourg,,,
CMDB-28486,lu3cintegra59098Parkeon.,26/Oct/23 3:08 AM,11/Jan/24 3:08 AM,12144,virtual,VMWare,false,false,false,,,420E364B-BB0A-F25C-65A3-B3F046A2A466,,true,Production,,"Contern,Luxembourg",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.59.98,00:50:56:8e:8a:3b,Ubuntu Linux (64-bit),,4,1,1,,4.0,,,,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx07.3cint.com,10/Jan/24 7:13 AM,,lu3cd2ppesx07.3cint.com,Bettembourg,,,
CMDB-28485,lu3cintegra59099Parkeon.,26/Oct/23 3:08 AM,11/Jan/24 3:08 AM,12143,virtual,VMWare,false,false,false,,,420EBA55-1FD9-5578-1559-2CFF6ECFD54F,,true,Production,,"Contern,Luxembourg",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.59.99,00:50:56:8e:0c:2e,Ubuntu Linux (64-bit),,4,1,1,,4.0,,,,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx07.3cint.com,10/Jan/24 7:13 AM,,lu3cd2ppesx07.3cint.com,Bettembourg,,,
CMDB-28490,lu3cintegra59100Parkeon.,26/Oct/23 3:08 AM,11/Jan/24 3:08 AM,12148,virtual,VMWare,false,false,false,,,420E2D4C-67F6-4C0E-9231-76F81641FCF7,,true,Production,,"Contern,Luxembourg",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.59.100,00:50:56:8e:49:14,Ubuntu Linux (64-bit),,4,1,1,,4.0,,,,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx07.3cint.com,10/Jan/24 7:13 AM,,lu3cd2ppesx07.3cint.com,Bettembourg,,,
CMDB-28481,lu3cintegra59101AlshayaUAE.,26/Oct/23 3:08 AM,11/Jan/24 3:08 AM,12139,virtual,VMWare,false,false,false,,,420EC800-B37C-20BD-76B5-C0BD1940EE5B,,true,Production,,"Contern,Luxembourg",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.59.101,00:50:56:8e:64:da,Ubuntu Linux (64-bit),,4,1,1,,4.0,,,,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx03.3cint.com,10/Jan/24 7:12 AM,,lu3cd2ppesx03.3cint.com,Bettembourg,,,
CMDB-28484,lu3cintegra59102AlshayaUAE.,26/Oct/23 3:08 AM,11/Jan/24 3:08 AM,12142,virtual,VMWare,false,false,false,,,420E1D97-56BD-F90C-5342-34C99CD7730F,,true,Production,,"Contern,Luxembourg",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.59.102,00:50:56:8e:9c:6e,Ubuntu Linux (64-bit),,4,1,1,,4.0,,,,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx07.3cint.com,10/Jan/24 7:13 AM,,lu3cd2ppesx07.3cint.com,Bettembourg,,,
CMDB-28498,lu3cintegra59103AlshayaUAE.,26/Oct/23 3:08 AM,11/Jan/24 3:08 AM,12156,virtual,VMWare,false,false,false,,,420E9EC2-709B-E011-ED51-F5174AD0958B,,true,Production,,"Contern,Luxembourg",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.59.103,00:50:56:8e:0f:b1,Ubuntu Linux (64-bit),,4,1,1,,4.0,,,,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx08.3cint.com,10/Jan/24 7:14 AM,,lu3cd2ppesx08.3cint.com,Bettembourg,,,
CMDB-28493,lu3cintegra59104IEM.,26/Oct/23 3:08 AM,11/Jan/24 3:08 AM,12151,virtual,VMWare,false,false,false,,,420EE5EE-2397-EDF4-12C2-1F1ED7F65718,,true,Production,,"Contern,Luxembourg",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.59.104,00:50:56:8e:1e:fa,Ubuntu Linux (64-bit),,4,1,1,,4.0,,,,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx07.3cint.com,10/Jan/24 7:13 AM,,lu3cd2ppesx07.3cint.com,Bettembourg,,,
CMDB-28495,lu3cintegra59105IEM.,26/Oct/23 3:08 AM,11/Jan/24 3:08 AM,12153,virtual,VMWare,false,false,false,,,420E10DC-3DB4-8236-FB4B-9E0202C7EFD1,,true,Production,,"Contern,Luxembourg",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.59.105,00:50:56:8e:89:09,Ubuntu Linux (64-bit),,4,1,1,,4.0,,,,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx08.3cint.com,10/Jan/24 7:14 AM,,lu3cd2ppesx08.3cint.com,Bettembourg,,,
CMDB-28482,lu3cintegra59106IEM.,26/Oct/23 3:08 AM,11/Jan/24 3:08 AM,12140,virtual,VMWare,false,false,false,,,420E610A-8B28-18B2-97F2-4434503287A9,,true,Production,,"Contern,Luxembourg",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.59.106,00:50:56:8e:f9:4a,Ubuntu Linux (64-bit),,4,1,1,,4.0,,,,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx03.3cint.com,10/Jan/24 7:12 AM,,lu3cd2ppesx03.3cint.com,Bettembourg,,,
CMDB-28494,lu3cintegra59107Restaurants.,26/Oct/23 3:08 AM,11/Jan/24 3:08 AM,12152,virtual,VMWare,false,false,false,,,420ED341-3A7E-2938-B1E4-8ACF4903AF3A,,true,Production,,"Contern,Luxembourg",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.59.107,00:50:56:8e:19:c0,Ubuntu Linux (64-bit),,4,1,1,,4.0,,,,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx07.3cint.com,10/Jan/24 7:13 AM,,lu3cd2ppesx07.3cint.com,Bettembourg,,,
CMDB-28492,lu3cintegra59108Restaurants.,26/Oct/23 3:08 AM,11/Jan/24 3:08 AM,12150,virtual,VMWare,false,false,false,,,420E4147-5DEC-E154-C66F-E398711D1A43,,true,Production,,"Contern,Luxembourg",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.59.108,00:50:56:8e:10:64,Ubuntu Linux (64-bit),,4,1,1,,4.0,,,,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx07.3cint.com,10/Jan/24 7:13 AM,,lu3cd2ppesx07.3cint.com,Bettembourg,,,
CMDB-28479,lu3cintegra59109Restaurants.,26/Oct/23 3:08 AM,11/Jan/24 3:08 AM,12137,virtual,VMWare,false,false,false,,,420E7C05-B4CE-1CD1-2572-9EE92976F934,,true,Production,,"Contern,Luxembourg",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.59.109,00:50:56:8e:57:c9,Ubuntu Linux (64-bit),,4,1,1,,4.0,,,,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx03.3cint.com,10/Jan/24 7:12 AM,,lu3cd2ppesx03.3cint.com,Bettembourg,,,
CMDB-29092,lu3cintegra59110standalone.,17/Nov/23 3:06 AM,11/Jan/24 3:08 AM,12245,virtual,VMWare,false,false,false,,,420E32AB-1562-4511-079C-6721EF4BD13D,,true,Production,,"Contern,Luxembourg",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.59.110,00:50:56:8e:46:06,Ubuntu Linux (64-bit),,4,1,1,,4.0,,,,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx07.3cint.com,10/Jan/24 7:13 AM,,lu3cd2ppesx07.3cint.com,Bettembourg,,,
CMDB-29077,lu3cintegra59111standalone.,17/Nov/23 3:06 AM,11/Jan/24 3:08 AM,12231,virtual,VMWare,false,false,false,,,420E02D0-8CB9-DBC7-B2F4-79BB27FCB5F9,,true,Production,,"Contern,Luxembourg",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.59.111,00:50:56:8e:66:ca,Ubuntu Linux (64-bit),,4,1,1,,4.0,,,,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx09.3cint.com,10/Jan/24 7:11 AM,,lu3cd2ppesx09.3cint.com,Bettembourg,,,
